,Tweets,AuthorID
1338,"I highly disagree with this take, I don’t believe I struggle with anything basketball related 🤷🏾‍♂️. https://t.co/rgUk4EZAPs",<generator object <genexpr> at 0x7fbde09f7350>
1339,Yea it’s has a different definition for every player. https://t.co/eouqOlyLoH,<generator object <genexpr> at 0x7fbde09f7350>
1340,"It’s a lot of buzz words in basketball that confuse me, like leadership and Playmaking. Can I get a definition please?? https://t.co/sxk5y3gfq4",<generator object <genexpr> at 0x7fbde09f7350>
1341,@BenStinar @EskoN8tiveAK This is a slight to me.,<generator object <genexpr> at 0x7fbde09f7350>
1342,@JohnMichaelsU Like sports talk radio,<generator object <genexpr> at 0x7fbde09f7350>
1343,@sal_licata @Keith_McPherson @NetsKingdomAJ Sports talk radio makes me nauseous,<generator object <genexpr> at 0x7fbde09f7350>
1344,Steve can’t beat up on max Kellerman the boxing guy and the new baseball guy  “mad dog” or whatever his name is? I’m locked in now https://t.co/06sVFRJv1s,<generator object <genexpr> at 0x7fbde09f7350>
1345,"@_Talkin_NBA @Jumpshot8 My comments arent taking money off the table, to be honest I’m just a little man screaming at the big corporation, what I say doesn’t stop progress. Leave me be and focus on yourself",<generator object <genexpr> at 0x7fbde09f7350>
1346,"@Jumpshot8 I don’t care about compliments u give me, I don’t. It doesn’t move me but saying Michael jordan ruined the game will FOR SURE get a reaction out of me. It’s simple",<generator object <genexpr> at 0x7fbde09f7350>
1347,@Jumpshot8 Nah these media members are sensitive. As soon as an athlete disagrees with these outlandish hot takes y’all take it as a personal shot at your character lol it’s insane how y’all can’t take what y’all dish out. But it’s the athletes who lack mental toughness,<generator object <genexpr> at 0x7fbde09f7350>
1348,High level of basketball being displayed gentlemen,<generator object <genexpr> at 0x7fbde09f7350>
1349,https://t.co/9VcI7ScR03 https://t.co/KJbShVUZ6D,<generator object <genexpr> at 0x7fbde09f7350>
1350,"@jrobertmartinez @ChrisNunian48 You’re upset and want to take up for your colleagues around the world, I get it. I hope your basketball watching experience gets better man",<generator object <genexpr> at 0x7fbde09f7350>
1351,"@_17kz_ I’m immersed in the game, these guys steal swag and don’t even credit y’all. Must hurt deep down inside",<generator object <genexpr> at 0x7fbde09f7350>
1352,"@jrobertmartinez @ChrisNunian48 Just warning other basketball junkies bout the vultures. That’s it Juan, consume basketball how u want. No need to let me get you riled up. Lol",<generator object <genexpr> at 0x7fbde09f7350>
1353,@jrobertmartinez @ChrisNunian48 What did it say Juan?,<generator object <genexpr> at 0x7fbde09f7350>
1354,@jrobertmartinez Watch the games on mute and think for yourself. That always helps,<generator object <genexpr> at 0x7fbde09f7350>
1355,@ReceiptsNba He’s funny and a hall of fame football player and will be a hall of fame personality some day but Shannon’s IQ for the game was built by nba twitter lol,<generator object <genexpr> at 0x7fbde09f7350>
1356,"@DanAndros Lol I was confused for a second but yea that take was beyond insane, damaging to the sport of basketball",<generator object <genexpr> at 0x7fbde09f7350>
1357,@_thejsd Gang said this like bob myers or Brad stevens bouta give him a jersey. Aye respect,<generator object <genexpr> at 0x7fbde09f7350>
1358,"My theory is that guys like steve, skip and Shannon have changed the game for the worse. Playas like Stephen and Michael can only push the game forward. https://t.co/0Oc9J2HqxS",<generator object <genexpr> at 0x7fbde09f7350>
1359,RIP Alimoe https://t.co/7J8vZ6zTsu,<generator object <genexpr> at 0x7fbde09f7350>
1360,@DesignerDFish96 Another sheep. Believe anything they tell u,<generator object <genexpr> at 0x7fbde09f7350>
1361,"Oh I seen it my brethren, I appreciate the compliments but I disagree with what u said about double teams that’s all. I love the show https://t.co/6M18Ez1Vpr",<generator object <genexpr> at 0x7fbde09f7350>
1362,@KuKhahil Nah there isn’t my guy,<generator object <genexpr> at 0x7fbde09f7350>
1363,@PeriwinkleRip Yea I played,<generator object <genexpr> at 0x7fbde09f7350>
1364,"@PeriwinkleRip @BK9419 And I disagree with that scheme, why I gotta be a character flaw? Lol",<generator object <genexpr> at 0x7fbde09f7350>
1365,"@BK9419 Y’all boys been mad since 2017. My g, I didn’t vote for myself!!!!",<generator object <genexpr> at 0x7fbde09f7350>
1366,"@aBynumV5 @BK9419 y’all let twitter trolls get y’all riled up and got y’all insecure, like I said I was the sole reason for anything. I ALWAYS made it about the team. Y’all insecurities got y’all like this",<generator object <genexpr> at 0x7fbde09f7350>
1367,"@iamrahstradamus But u refuse to state the benefits of having me on that team too, see that’s where the discrediting comes in.",<generator object <genexpr> at 0x7fbde09f7350>
1368,@kdburn3r @iamrahstradamus I only hear about how it benefitted me though.,<generator object <genexpr> at 0x7fbde09f7350>
1369,"@iamrahstradamus U don’t have to give a compliment then try to discredit my work, u can just discredit it without the bullshit",<generator object <genexpr> at 0x7fbde09f7350>
1370,@iamrahstradamus U don’t have to try to invalidate my career fam it’s okay. I’m good at what I do.,<generator object <genexpr> at 0x7fbde09f7350>
1371,@sheeme631 @iamrahstradamus I’m not an all star?,<generator object <genexpr> at 0x7fbde09f7350>
1372,"@iamrahstradamus Ima good basketball player, I can shoot, I provide space too",<generator object <genexpr> at 0x7fbde09f7350>
1373,Why they be trollin me? https://t.co/0zMSldOkuX,<generator object <genexpr> at 0x7fbde09f7350>
1374,"@flowe88 This never happened to steph while I was there, blatant lie",<generator object <genexpr> at 0x7fbde09f7350>
1375,@iamrahstradamus U seen me cookin?,<generator object <genexpr> at 0x7fbde09f7350>
1376,"@DogSurfRoadshow @linaji U so entitled lol I don’t have tell u anything, I’ve never met u a day in my life",<generator object <genexpr> at 0x7fbde09f7350>
1377,"@DogSurfRoadshow I guess it’s my words vs drays, we all know who u choosin lol",<generator object <genexpr> at 0x7fbde09f7350>
1378,Thanks Drita. Im about to go stream “slap a bitch” right now. https://t.co/zLwg8BPgT0,<generator object <genexpr> at 0x7fbde09f7350>
1379,@SwaggyCTV @ballsackEsport made this graphic gang,<generator object <genexpr> at 0x7fbde09f7350>
1380,@clarkkent415 @applejuicegang7 What u saying isn’t a fact though,<generator object <genexpr> at 0x7fbde09f7350>
1381,@clarkkent415 @applejuicegang7 Nah y’all just lyin. For some odd reason you guys belibe I’ve done steph wrong lol it’s beyond sick,<generator object <genexpr> at 0x7fbde09f7350>
1382,"From my view of it, this is 100% false… https://t.co/of6pFJUfvi",<generator object <genexpr> at 0x7fbde09f7350>
1383,Nobody better…. That left is a missle. Stay away. ⚠️⚠️⚠️⚠️,<generator object <genexpr> at 0x7fbde09f7350>
1384,I be talking to the tv like I’m the Cut man. 🗣 Lets get it Tank,<generator object <genexpr> at 0x7fbde09f7350>
1385,"You fellas and ladies care way too much about my feelings and motives…I like twitter, I like basketball. It’s really simple. If it bothered me I promise I would delete the app, don’t worry https://t.co/s4u4pRbNvn",<generator object <genexpr> at 0x7fbde09f7350>
1386,My pleasure. It’s Always love https://t.co/zxXhZuq9Uw,<generator object <genexpr> at 0x7fbde09f7350>
1387,All time raps…perfection https://t.co/gBjXnTzCsv,<generator object <genexpr> at 0x7fbde09f7350>
1388,This it https://t.co/sa5Gx27Qrf,<generator object <genexpr> at 0x7fbde09f7350>
1389,"My middy is sharp, but james is right, this ain’t the old days lol https://t.co/MbHHTPSsQn",<generator object <genexpr> at 0x7fbde09f7350>
1390,Add em up https://t.co/sRKy2V8YNn,<generator object <genexpr> at 0x7fbde09f7350>
1391,"@DevInTheLab Oh yea, he knows what he’s talking about when he talkin hoop",<generator object <genexpr> at 0x7fbde09f7350>
1392,@DevInTheLab @NoLayups_ About what?,<generator object <genexpr> at 0x7fbde09f7350>
1393,It’s a nasty agenda being pushed right now https://t.co/uumBXFmROz,<generator object <genexpr> at 0x7fbde09f7350>
1394,"@Steph_Bwell @unclejeffgreen Hellllll nah lol my boy got grown on me. Time is flying, tell ty I said what up and congrats!! Much love always",<generator object <genexpr> at 0x7fbde09f7350>
1395,I disagree man. I would say it helps more than it hurts. https://t.co/BlueQTVzoS,<generator object <genexpr> at 0x7fbde09f7350>
1396,"There’s nothing there, we have some of the best basketball trainers in the world in America https://t.co/OOslCAHka6",<generator object <genexpr> at 0x7fbde09f7350>
1397,Didn’t Giannis fine tune his game more in America than he did overseas?? https://t.co/AT0vgpBMeq,<generator object <genexpr> at 0x7fbde09f7350>
1398,"I got Pat Ewing, shaq and David Robinson https://t.co/IsL1zUJMUc",<generator object <genexpr> at 0x7fbde09f7350>
1399,David Robinson????? https://t.co/OCmIlgznlc,<generator object <genexpr> at 0x7fbde09f7350>
1400,Which centers from the 90s would be in the mvp conversation if they played in todays nba?,<generator object <genexpr> at 0x7fbde09f7350>
1401,@Stambreezy @BGN_5 These guys need to stop,<generator object <genexpr> at 0x7fbde09f7350>
1402,https://t.co/oKF5NrAon8,<generator object <genexpr> at 0x7fbde09f7350>
1403,New @boardroom cover story - @richkleiman sat down w @garyvee https://t.co/BJiuCniAP3 https://t.co/Gc3iIiLTaf,<generator object <genexpr> at 0x7fbde09f7350>
1404,"Do you contribute to winning basketball? Do u take good shots, play good team defense, make the extra pass, make hustle plays etc…I feel there are a lot of players that played winning basketball but their teams didn’t win a championship https://t.co/HoDfm2BnhK",<generator object <genexpr> at 0x7fbde09f7350>
1405,"Top 10 lists disrespect the beauty of the game, ima stop doing these. I feel like “the best” fluctuates, there are so many talented players who produce at a hall of fame level every night. It’s exhausting figuring it out. https://t.co/gCaZOAz4JC",<generator object <genexpr> at 0x7fbde09f7350>
1406,I agree https://t.co/gmWBClj2qq,<generator object <genexpr> at 0x7fbde09f7350>
1407,Explain what u mean by leadership? https://t.co/ZyB4k2QPkO,<generator object <genexpr> at 0x7fbde09f7350>
1408,"Size for position, shotmaking, efficiency, IQ, consistency, being able to guard multiple positions, a wiling passer, coachable, energetic…in my humble opinion https://t.co/7MaEUhbxyg",<generator object <genexpr> at 0x7fbde09f7350>
1409,@waldorfsfinest This here innanet got your brain fried.,<generator object <genexpr> at 0x7fbde09f7350>
1410,@HARPER04_5 @blakemharris Draymond was nice in college too.,<generator object <genexpr> at 0x7fbde09f7350>
1411,It’ll take them 6 days to finish this game. https://t.co/lHDkcTe1UH,<generator object <genexpr> at 0x7fbde09f7350>
1412,"Vengeance will walk into your crime scene and solve the murder before you start investigating, I see why the task force hate my dog",<generator object <genexpr> at 0x7fbde09f7350>
1413,Thanks Nicholas 🤝 https://t.co/zCSO0UKHY9,<generator object <genexpr> at 0x7fbde09f7350>
1414,Millions*,<generator object <genexpr> at 0x7fbde09f7350>
1415,"Nicky is making nillions, he’ll be fine. Ain’t this how it goes??? https://t.co/Q60kqOzmjF",<generator object <genexpr> at 0x7fbde09f7350>
1416,I didn’t see it but I’m sure it was a trash segment. U could do Nicky’s job https://t.co/Pkf6WjD46v,<generator object <genexpr> at 0x7fbde09f7350>
1417,Ok little man https://t.co/U4QvbQYF4n,<generator object <genexpr> at 0x7fbde09f7350>
1418,Here come the moral police. https://t.co/iYojD92u0S,<generator object <genexpr> at 0x7fbde09f7350>
1419,Legacy talk and parlays got the game in shambles? https://t.co/7T4LOVgxRK,<generator object <genexpr> at 0x7fbde09f7350>
1420,https://t.co/qVkkd6Eopv https://t.co/KMnfRhXvTE,<generator object <genexpr> at 0x7fbde09f7350>
1421,With the 43rd pick of the 2000 nba draft. The Milwaukee bucks select… https://t.co/8i8jWx5M5w https://t.co/rrEzJlTjOH,<generator object <genexpr> at 0x7fbde09f7350>
1422,Poddin https://t.co/TbZqF56NEN,<generator object <genexpr> at 0x7fbde09f7350>
1423,@SportsAngle Put a hat on my boy,<generator object <genexpr> at 0x7fbde09f7350>
1424,"It’s like, I enjoy doing nothing but when I’m tired of doing nothing, I gotta do something. This is my fight",<generator object <genexpr> at 0x7fbde09f7350>
1425,The apocalypse https://t.co/uYdeAS24Mw,<generator object <genexpr> at 0x7fbde09f7350>
1426,Let’s get it @GothamFC https://t.co/Mbpdfshdio,<generator object <genexpr> at 0x7fbde09f7350>
1427,Future continues to establish himself as an all timer,<generator object <genexpr> at 0x7fbde09f7350>
1428,Enjoy analyzing that perspective. I hope it brings u to a revelation that u can live with gang https://t.co/W0GELYvz6V,<generator object <genexpr> at 0x7fbde09f7350>
1429,@LEllerbe My brother!!,<generator object <genexpr> at 0x7fbde09f7350>
1430,"Peace god. I will enjoy my vacation, I appreciate your well wishes https://t.co/ohVSvZtFGm",<generator object <genexpr> at 0x7fbde09f7350>
1431,Hate. https://t.co/VdptDATvFQ,<generator object <genexpr> at 0x7fbde09f7350>
1432,"Let me go back in the house, outside too full with the cool kids like billy. I don’t fit lol https://t.co/DEPSxRIhgc",<generator object <genexpr> at 0x7fbde09f7350>
1433,Just focus on the hoops lil bro. https://t.co/NPOSdPHfa8,<generator object <genexpr> at 0x7fbde09f7350>
1434,"It be misplaced anger, they really be mad at something else. https://t.co/09kdmrl5GQ",<generator object <genexpr> at 0x7fbde09f7350>
1435,"@Swav_ay I’m not bouta delete my twitter fam, fuck that lol",<generator object <genexpr> at 0x7fbde09f7350>
1436,@WorldWideWob fire the producers,<generator object <genexpr> at 0x7fbde09f7350>
1437,@TAizenberg Why do u focus on weird shit?,<generator object <genexpr> at 0x7fbde09f7350>
1438,I don’t get why you guys are so mad  at what I call myself. It’s about good affirmations right? Be happy for me https://t.co/DqPhwbd8Gs,<generator object <genexpr> at 0x7fbde09f7350>
1439,@IamJClary What the playoffs gotta do with that?,<generator object <genexpr> at 0x7fbde09f7350>
1440,An army of producers against the god. Just Another Tuesday https://t.co/yxHlYT8Efl,<generator object <genexpr> at 0x7fbde09f7350>
1441,on the pod w @richkleiman this week https://t.co/Y2yqI02l9B,<generator object <genexpr> at 0x7fbde09f7350>
1442,@waldorfsfinest Shut ya bum ass up. Let’s breakdown your game for a second….u were a 6’1 power forward….,<generator object <genexpr> at 0x7fbde09f7350>
1443,It’s crazy how the internet made grown men attention whores. https://t.co/xubk5rs4Ph,<generator object <genexpr> at 0x7fbde09f7350>
1444,U get it https://t.co/GycZwrnxfm,<generator object <genexpr> at 0x7fbde09f7350>
1445,No foul??????? https://t.co/PBseqE2sEt,<generator object <genexpr> at 0x7fbde09f7350>
1446,@mustseetb_ @jj_redick Yep. The slots,<generator object <genexpr> at 0x7fbde09f7350>
1447,Preciate dat dere boiiii https://t.co/9DJB56ZRa3,<generator object <genexpr> at 0x7fbde09f7350>
1448,"@DaKidGowie Bro is VEXED. Don’t even trip, bill is the only one who feels this way.",<generator object <genexpr> at 0x7fbde09f7350>
1449,Lock in gods https://t.co/HQrvDTD4El,<generator object <genexpr> at 0x7fbde09f7350>
1450,@SoThatsSlim 😂,<generator object <genexpr> at 0x7fbde09f7350>
1451,Damn steve. Got ya ass https://t.co/oyZY5uPCKx,<generator object <genexpr> at 0x7fbde09f7350>
1452,@donstanlo U welcome gang,<generator object <genexpr> at 0x7fbde09f7350>
1453,My brothers https://t.co/jz4rDKL7OP,<generator object <genexpr> at 0x7fbde09f7350>
1454,"@YoungRaww95 @joechivs1 Unfortunately, for you, it’s out of your control lol",<generator object <genexpr> at 0x7fbde09f7350>
1455,@joechivs1 I really don’t see a problem with what I said…,<generator object <genexpr> at 0x7fbde09f7350>
1456,@Tjonesonthenba I’m not from New York champ,<generator object <genexpr> at 0x7fbde09f7350>
1457,A god. Just like you are but u rather be a peasant https://t.co/ZSmUmhGl1D,<generator object <genexpr> at 0x7fbde09f7350>
1458,Don’t feel bad for the god. Life has been incredible little Nicky 😁 https://t.co/fZ0jrPHXHm,<generator object <genexpr> at 0x7fbde09f7350>
1459,This is embarrassing https://t.co/eGA8epyrSj,<generator object <genexpr> at 0x7fbde09f7350>
1460,I beam up. Never off beam https://t.co/73cfZnmSBV,<generator object <genexpr> at 0x7fbde09f7350>
1461,Thee American Player https://t.co/S5434LJkyq,<generator object <genexpr> at 0x7fbde09f7350>
1462,Me and my cousin Tia coding this in 03 https://t.co/lD43UUjzCH https://t.co/3Psdd6yTBT,<generator object <genexpr> at 0x7fbde09f7350>
1463,Incredible https://t.co/Y9WxhEqNGd,<generator object <genexpr> at 0x7fbde09f7350>
1464,#talkin https://t.co/CYdib2Muhj,<generator object <genexpr> at 0x7fbde09f7350>
1465,New ETCs episode up today! https://t.co/SGuRvBWLDF,<generator object <genexpr> at 0x7fbde09f7350>
1466,Yessir https://t.co/JixnSQO050,<generator object <genexpr> at 0x7fbde09f7350>
1467,Really creative campaign from the team at @weedmaps https://t.co/LmICJidQtd,<generator object <genexpr> at 0x7fbde09f7350>
1468,Damn smh https://t.co/OsmWTruu4v https://t.co/jPjI6mAjzR,<generator object <genexpr> at 0x7fbde09f7350>
1469,ATTN: Eleven taught another class tonight. Please review the film if you haven’t…,<generator object <genexpr> at 0x7fbde09f7350>
1470,Aye jokic. That was a DIME. https://t.co/KuxwwPYeAv,<generator object <genexpr> at 0x7fbde09f7350>
1471,https://t.co/Z5UfmvnsKn https://t.co/K9EE3UMKNN,<generator object <genexpr> at 0x7fbde09f7350>
1472,Stove God one of the best rappers in the world. Appreciate that man,<generator object <genexpr> at 0x7fbde09f7350>
1473,"If Allah shine, kutter gon shine, it’s mathematical",<generator object <genexpr> at 0x7fbde09f7350>
1474,Back in biz with a new ETCs https://t.co/cip6LhqpPm,<generator object <genexpr> at 0x7fbde09f7350>
1475,@TheMisterMarcus Lol I had to put u on the Jumbotron real quick. 😂,<generator object <genexpr> at 0x7fbde09f7350>
1476,"When them parlays don’t hit. This is for years of slander from nba fans, im grateful I have this much power now. 😁 https://t.co/RSFaryY7Sc",<generator object <genexpr> at 0x7fbde09f7350>
1477,Good looks @boardroom @weedmaps https://t.co/DGMLWuskUV,<generator object <genexpr> at 0x7fbde09f7350>
1478,@waldorfsfinest 😂,<generator object <genexpr> at 0x7fbde09f7350>
1479,Me after a basic one hand https://t.co/5zYuMFh3B2 https://t.co/opMBMsMWaI,<generator object <genexpr> at 0x7fbde09f7350>
1480,@SlayYoung23 I think my move kept others up at night.,<generator object <genexpr> at 0x7fbde09f7350>
1481,@waldorfsfinest @Krisplashed Stay in denial if that helps u,<generator object <genexpr> at 0x7fbde09f7350>
1482,A word https://t.co/78Dpk5taWj,<generator object <genexpr> at 0x7fbde09f7350>
1483,https://t.co/INccQIe8Ii https://t.co/hh6UEoLqmI,<generator object <genexpr> at 0x7fbde09f7350>
1484,This where I’m at with it https://t.co/piawO6YN2f,<generator object <genexpr> at 0x7fbde09f7350>
1485,"@MicahAdams13 When you say pantheon, what do u mean?",<generator object <genexpr> at 0x7fbde09f7350>
1486,Are u born with any skills or talents?,<generator object <genexpr> at 0x7fbde09f7350>
1487,Is Legacy is more about your narrative than your actual performance?,<generator object <genexpr> at 0x7fbde09f7350>
1488,🔥🔥🔥 https://t.co/C6LqHH75dO,<generator object <genexpr> at 0x7fbde09f7350>
1489,Thank you for setting a great example and playing the game with supreme skill @DeMar_DeRozan,<generator object <genexpr> at 0x7fbde09f7350>
1490,Every win counts my boy… https://t.co/N3iVH6RYud,<generator object <genexpr> at 0x7fbde09f7350>
1491,Way to lead us tonight 24…,<generator object <genexpr> at 0x7fbde09f7350>
1492,Nets fans were loud in the barc….I mean the garden tonight,<generator object <genexpr> at 0x7fbde09f7350>
1493,Wise words from a vc og on @boardroom https://t.co/47bYkD6xTW,<generator object <genexpr> at 0x7fbde09f7350>
1494,https://t.co/ho6mqRpbTY https://t.co/aCWjktxaX2,<generator object <genexpr> at 0x7fbde09f7350>
1495,"That’s love god, I appreciate you… https://t.co/MEbBWrgkac",<generator object <genexpr> at 0x7fbde09f7350>
1496,@CFish4eva Laugh a little,<generator object <genexpr> at 0x7fbde09f7350>
1497,"we got a lot to discuss on this week's ETCS, lock in https://t.co/lPgJqu1Rll",<generator object <genexpr> at 0x7fbde09f7350>
1498,Great new campaign from @weedmaps ⬇️ https://t.co/8T68wW5Ae4,<generator object <genexpr> at 0x7fbde09f7350>
1499,"Man was a viral HOH high school dunk phenom, still working his way to the League, but lemme go get that dunk contest trophy right quick and bring it back to life!!! Unreal #macmclung",<generator object <genexpr> at 0x7fbde09f7350>
1500,⌚️ yessir get you one @Dame_Lillard  congrats!!! Hahaha he said he retiring from it with the trophy in the hand 😂😂 I feel you,<generator object <genexpr> at 0x7fbde09f7350>
1501,"@BigTenNetwork @BTNJourney @HuskerHoops @KeiseiTominaga Love it, Keisei!",<generator object <genexpr> at 0x7fbde09f7350>
1502,Just another day with a couple 🐐🐐's!! Amazing day on set with @CarMax and some legends of the game...@Candace_Parker @S10Bird. The honor was all mine 🙌🏽 https://t.co/S32bykFkrN https://t.co/oJHKVOcKCt,<generator object <genexpr> at 0x7fbde09f7350>
1503,@DavidDTSS Aye brother man! This Is so Dope…what schoooooooooooooooooool????,<generator object <genexpr> at 0x7fbde09f7350>
1504,Love me a good throwback!! @Rakuten got another one for the #SuperBowl 🤣📚 https://t.co/bJRPg7B1f6 https://t.co/D1iYUU5LTm,<generator object <genexpr> at 0x7fbde09f7350>
1505,Congrats @KingJames …legendary stuff right there 🫡 #38388,<generator object <genexpr> at 0x7fbde09f7350>
1506,"A dream come true for a game I've grown to love!! Thank you @ChampionsTour for the honor of being named Ambassador of Golf. Proud to work with the @PGATOUR to help make golf more accessible to all, and thrilled to bring @UnderratedGolf to the legendary Firestone Country Club 🙌🏽 https://t.co/149uhRF7Au",<generator object <genexpr> at 0x7fbde09f7350>
1507,That boy gooooood! https://t.co/7clOKbWGGm,<generator object <genexpr> at 0x7fbde09f7350>
1508,Yessir fellas!!!!! #DubNation https://t.co/z9hqeaXs14,<generator object <genexpr> at 0x7fbde09f7350>
1509,@CABrownTV Love the moves!! 😂😂,<generator object <genexpr> at 0x7fbde09f7350>
1510,"Honored to speak with Denise Woodard, founder &amp; CEO of @PartakeFoods 🙌🏽 Allergy-friendly foods that are safe (and 🔥🔥🔥!!) for everyone. S/o to 
@Rakuten helping us support Black-owned businesses. Shop with a purpose during Black History Month 🙌🏽 https://t.co/EAGw0Ui8eU https://t.co/dqPDLbDNwI",<generator object <genexpr> at 0x7fbde09f7350>
1511,Appreciate @CDWCorp for our eSports Experience at the Curry Cup 🙌🏽 https://t.co/K9Y7t137Aa,<generator object <genexpr> at 0x7fbde09f7350>
1512,"And that’s a WRAP!! 🎬 Unbelievable to see this journey finally on the big screen... #UnderratedFilm is a culmination of hard work, wins and losses, and a great team around me. LOVE to @sundancefest and I can’t wait for y’all to see it...coming soon!! https://t.co/Q1uliMfxlh https://t.co/6xWraPKT0U",<generator object <genexpr> at 0x7fbde09f7350>
1513,@BostonSchools @tbaupdates @AthleticsBPS Buckets!!,<generator object <genexpr> at 0x7fbde09f7350>
1514,Welcome back @azzi_35 🙌🏽 https://t.co/2VLTcTEGoE,<generator object <genexpr> at 0x7fbde09f7350>
1515,Sports man! Sheesh. Can’t help but feel the emotions in that Stadium 🙏🏽 https://t.co/Yx4aFcCos2,<generator object <genexpr> at 0x7fbde09f7350>
1516,"More fun days with @callawaygolf on the way (just with a healthy shoulder 😅)!! Loving the continued impact we make on the course, from innovative products to working together on @UnderratedGolf. Couldn't be more excited to continue this partnership with the squad 🙌🏽⛳️ https://t.co/RkItTEq4g5 https://t.co/JQIvi82dXN",<generator object <genexpr> at 0x7fbde09f7350>
1517,"1,2,3…4! Next stop —-&gt; 2023! Great win fellas 😤

#dubnation https://t.co/cmlK1e7V0c",<generator object <genexpr> at 0x7fbde09f7350>
1518,@TheCurryVault Appreciate the help getting the hardware back 🙌🏽,<generator object <genexpr> at 0x7fbde09f7350>
1519,"Them boys turned up one time! #dubnation💙💛

If you don’t like that, you don’t like basketball!! https://t.co/cBTYSPa5Hg",<generator object <genexpr> at 0x7fbde09f7350>
1520,Always nice to have options 👀 https://t.co/CfjfwVgTnr,<generator object <genexpr> at 0x7fbde09f7350>
1521,@justwsports Yes she is!,<generator object <genexpr> at 0x7fbde09f7350>
1522,"10 years!!! Unbelievable journey so far w/ @ayeshacurry and @eatlearnplay. Our 10th #ChristmaswiththeCurrys brought together local families and heroes for the city of Oakland. Thank you to @kpthrive, @Workday and Aneel Bhusri, all our partners and volunteers for the support 🙌🏽​🎄 https://t.co/PTVwZyaxxp",<generator object <genexpr> at 0x7fbde09f7350>
1523,Made for the moment @neymarjr 🔥,<generator object <genexpr> at 0x7fbde09f7350>
1524,My holiday shopping always goes down to the wire… s/o to @rakuten for the clutch savings at thousands of stores!! 😂🎅🏽 https://t.co/KMX0Y6qw8R https://t.co/ryT3LNTP3X,<generator object <genexpr> at 0x7fbde09f7350>
1525,I’ll take the fine! Good win Dubs! https://t.co/dKAYlARGDk,<generator object <genexpr> at 0x7fbde09f7350>
1526,@warriors 😂😂😂,<generator object <genexpr> at 0x7fbde09f7350>
1527,Gotta rest up for Black Friday 😂 Shop @Rakuten for all the deals this weekend!! https://t.co/F8D5ISw7Cr https://t.co/e3IijtJvBH,<generator object <genexpr> at 0x7fbde09f7350>
1528,Proud to shop for a purpose w/ @scotchporter in our mission to support black-owned businesses!! Appreciate Calvin Quallis for joining me to discuss his journey. Support Scotch Porter and other black-owned businesses on @rakuten this holiday season 🙌🏽https://t.co/PMWkXhBZt0 https://t.co/mNan8N2SGi,<generator object <genexpr> at 0x7fbde09f7350>
1529,HER!! https://t.co/3kTk2X1R5W,<generator object <genexpr> at 0x7fbde09f7350>
1530,Sour...Sweet...W...#CurryBrand 🍭🙌🏽 @warriors https://t.co/JMCmveX0yL,<generator object <genexpr> at 0x7fbde09f7350>
1531,@SchonfeldRyan @HiveWatch @eatlearnplay Appreciate the support 🙌🏽,<generator object <genexpr> at 0x7fbde09f7350>
1532,Splash! 9 of em 🙌🏽 https://t.co/YzkzJnmW2a,<generator object <genexpr> at 0x7fbde09f7350>
1533,@Lucas_mitch9 @espn Perfect 😴🙏🏽,<generator object <genexpr> at 0x7fbde09f7350>
1534,Let’s gooooooo! Time to change the women’s game…welcome @Kelseyplum10 💪🏽 https://t.co/udPpbUebqe,<generator object <genexpr> at 0x7fbde09f7350>
1535,"@jarodlatch Love it, Judson 🙌🏽",<generator object <genexpr> at 0x7fbde09f7350>
1536,@Wiseguy115 @NBAOfficial Love the form!,<generator object <genexpr> at 0x7fbde09f7350>
1537,Lock in! #DubNation,<generator object <genexpr> at 0x7fbde09f7350>
1538,"11 days until the midterm elections... and our future is on the ballot. On #VoteEarlyDay, please join me and @WhenWeAllVote in making sure your critical voice doesn't go unheard. Make your plans to vote 🙌🏽🗳 https://t.co/jUzwIEI9Fp https://t.co/Uj2wBoMTX7",<generator object <genexpr> at 0x7fbde09f7350>
1539,Found some of the best sports stories y’all have never heard before…I promise!! Thanks to @audible_com @JoeTessESPN for helping make it happen 🙌🏽🎙 https://t.co/xzkWezMc5L https://t.co/YpLM4gkhAQ,<generator object <genexpr> at 0x7fbde09f7350>
1540,Lock in! #DubNation,<generator object <genexpr> at 0x7fbde09f7350>
1541,@SunDevilSoccer @warriors Pleasure meeting the squad! Best of luck the rest of the way 💪🏽,<generator object <genexpr> at 0x7fbde09f7350>
1542,Always reading on the road!! ✈️ Excited to bring Dr. Daniel Black’s “Don’t Cry For Me” to Phoenix... even more thrilled to announce my @literati Underrated Book Club selections before our flights from The Bay. Come read these incredible stories w/ me 🙌🏽📚 https://t.co/snymEraFfS https://t.co/XAlVHRJ6pF,<generator object <genexpr> at 0x7fbde09f7350>
1543,"@JRAM Alright, that’s it. I’m not gonna stand for this pure joy coming from you any longer…",<generator object <genexpr> at 0x7fbde09f7350>
1544,10 signature shoes…what a journey. From debuting the #CurryOne at SJND High School in 2015 to the 10’s on Friday. Creativity. Tech. And an unrelenting mission in doing GOOD in everything we do. Not taking any of this for granted. Here’s to another decade. Let’s go!! #CurryBrand https://t.co/LHO7Xi4qnZ https://t.co/g5neB4MZIS,<generator object <genexpr> at 0x7fbde09f7350>
1545,.@Dami0nLee 🙌🏽,<generator object <genexpr> at 0x7fbde09f7350>
1546,@iamMICK @UnderArmour He crushed it!! 🙌🏽,<generator object <genexpr> at 0x7fbde09f7350>
